,5000,10000,50000,100000
inputMint,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v
inAmount,5000,10000,50000,100000
outputMint,So11111111111111111111111111111111111111112,So11111111111111111111111111111111111111112,So11111111111111111111111111111111111111112,So11111111111111111111111111111111111111112
outAmount,173302,341446,1732852,3465700
otherAmountThreshold,173129,341105,1731120,3462235
swapMode,ExactIn,ExactIn,ExactIn,ExactIn
slippageBps,10,10,10,10
platformFee,,,,
priceImpactPct,0,0,0,0
routePlan,"[{'swapInfo': {'ammKey': 'FLLWCMwqLyhSfqKwDtuNK5eUd6qfErACXGpaPMSEgGjo', 'label': 'Raydium', 'inputMint': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v', 'outputMint': 'AZsHEMXd36Bj1EMNXhowJajpUXzrKcK57wW4ZGXVa7yR', 'inAmount': '5000', 'outAmount': '23590510803', 'feeAmount': '12', 'feeMint': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}, 'percent': 100}, {'swapInfo': {'ammKey': 'HNUgva9HBGjWPjxVULHWo5fZmHWQvsCkAYWP2yjU7r1K', 'label': 'Whirlpool', 'inputMint': 'AZsHEMXd36Bj1EMNXhowJajpUXzrKcK57wW4ZGXVa7yR', 'outputMint': 'BqVHWpwUDgMik5gbTciFfozadpE2oZth5bxCDrgbDt52', 'inAmount': '23590510803', 'outAmount': '1745667', 'feeAmount': '7077153', 'feeMint': 'AZsHEMXd36Bj1EMNXhowJajpUXzrKcK57wW4ZGXVa7yR'}, 'percent': 100}, {'swapInfo': {'ammKey': '8mStiW6Kha8m3CJVutxTYoNrGNsj4Aa5k5yHQUvJEujK', 'label': 'Whirlpool', 'inputMint': 'BqVHWpwUDgMik5gbTciFfozadpE2oZth5bxCDrgbDt52', 'outputMint': 'So11111111111111111111111111111111111111112', 'inAmount': '1745667', 'outAmount': '173302', 'feeAmount': '523', 'feeMint': 'BqVHWpwUDgMik5gbTciFfozadpE2oZth5bxCDrgbDt52'}, 'percent': 100}]","[{'swapInfo': {'ammKey': 'Fvtf8VCjnkqbETA6KtyHYqHm26ut6w184Jqm4MQjPvv7', 'label': 'Whirlpool', 'inputMint': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v', 'outputMint': 'USDH1SM1ojwWUga67PGrgFWUHibbjqMvuMaDkRJTgkX', 'inAmount': '10000', 'outAmount': '10030', 'feeAmount': '0', 'feeMint': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}, 'percent': 100}, {'swapInfo': {'ammKey': 'HoSnxZhcLASeHt1rirASizonYoCcBszHHFaF1Z8cvncA', 'label': 'Whirlpool', 'inputMint': 'USDH1SM1ojwWUga67PGrgFWUHibbjqMvuMaDkRJTgkX', 'outputMint': 'hntyVP6YFm1Hg25TN9WGLqM12b8TQmcknKrdu1oxWux', 'inAmount': '10030', 'outAmount': '663937', 'feeAmount': '0', 'feeMint': 'USDH1SM1ojwWUga67PGrgFWUHibbjqMvuMaDkRJTgkX'}, 'percent': 100}, {'swapInfo': {'ammKey': 'Ft97q1bJ2nyq56DmCAnu1JQap7igiM1kq28vDhA7dnuy', 'label': 'Raydium CLMM', 'inputMint': 'hntyVP6YFm1Hg25TN9WGLqM12b8TQmcknKrdu1oxWux', 'outputMint': 'So11111111111111111111111111111111111111112', 'inAmount': '663937', 'outAmount': '341446', 'feeAmount': '1395', 'feeMint': 'hntyVP6YFm1Hg25TN9WGLqM12b8TQmcknKrdu1oxWux'}, 'percent': 100}]","[{'swapInfo': {'ammKey': 'FLLWCMwqLyhSfqKwDtuNK5eUd6qfErACXGpaPMSEgGjo', 'label': 'Raydium', 'inputMint': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v', 'outputMint': 'AZsHEMXd36Bj1EMNXhowJajpUXzrKcK57wW4ZGXVa7yR', 'inAmount': '50000', 'outAmount': '235881351181', 'feeAmount': '125', 'feeMint': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}, 'percent': 100}, {'swapInfo': {'ammKey': 'HNUgva9HBGjWPjxVULHWo5fZmHWQvsCkAYWP2yjU7r1K', 'label': 'Whirlpool', 'inputMint': 'AZsHEMXd36Bj1EMNXhowJajpUXzrKcK57wW4ZGXVa7yR', 'outputMint': 'BqVHWpwUDgMik5gbTciFfozadpE2oZth5bxCDrgbDt52', 'inAmount': '235881351181', 'outAmount': '17454907', 'feeAmount': '70764405', 'feeMint': 'AZsHEMXd36Bj1EMNXhowJajpUXzrKcK57wW4ZGXVa7yR'}, 'percent': 100}, {'swapInfo': {'ammKey': '8mStiW6Kha8m3CJVutxTYoNrGNsj4Aa5k5yHQUvJEujK', 'label': 'Whirlpool', 'inputMint': 'BqVHWpwUDgMik5gbTciFfozadpE2oZth5bxCDrgbDt52', 'outputMint': 'So11111111111111111111111111111111111111112', 'inAmount': '17454907', 'outAmount': '1732852', 'feeAmount': '5236', 'feeMint': 'BqVHWpwUDgMik5gbTciFfozadpE2oZth5bxCDrgbDt52'}, 'percent': 100}]","[{'swapInfo': {'ammKey': 'FLLWCMwqLyhSfqKwDtuNK5eUd6qfErACXGpaPMSEgGjo', 'label': 'Raydium', 'inputMint': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v', 'outputMint': 'AZsHEMXd36Bj1EMNXhowJajpUXzrKcK57wW4ZGXVa7yR', 'inAmount': '100000', 'outAmount': '471762458824', 'feeAmount': '250', 'feeMint': 'EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v'}, 'percent': 100}, {'swapInfo': {'ammKey': 'HNUgva9HBGjWPjxVULHWo5fZmHWQvsCkAYWP2yjU7r1K', 'label': 'Whirlpool', 'inputMint': 'AZsHEMXd36Bj1EMNXhowJajpUXzrKcK57wW4ZGXVa7yR', 'outputMint': 'BqVHWpwUDgMik5gbTciFfozadpE2oZth5bxCDrgbDt52', 'inAmount': '471762458824', 'outAmount': '34909785', 'feeAmount': '141528737', 'feeMint': 'AZsHEMXd36Bj1EMNXhowJajpUXzrKcK57wW4ZGXVa7yR'}, 'percent': 100}, {'swapInfo': {'ammKey': '8mStiW6Kha8m3CJVutxTYoNrGNsj4Aa5k5yHQUvJEujK', 'label': 'Whirlpool', 'inputMint': 'BqVHWpwUDgMik5gbTciFfozadpE2oZth5bxCDrgbDt52', 'outputMint': 'So11111111111111111111111111111111111111112', 'inAmount': '34909785', 'outAmount': '3465700', 'feeAmount': '10472', 'feeMint': 'BqVHWpwUDgMik5gbTciFfozadpE2oZth5bxCDrgbDt52'}, 'percent': 100}]"
